#--- words.txt ---------------------------------------------------------------#
#
# cagüentó database word information
#
# binarized files can be renamed using python: import os; [os.rename(f, "bw{}".format(f)) for f in os.listdir(".")]
# for rgb files: import os; [os.rename(nm, "rgb{}".format(nm)) for nm in os.listdir(".") if "png" in nm or "jpg" in nm]
# for adding writer prefix: import os; [os.rename(nm, "w01_{}".format(nm)) for nm in os.listdir(".") if "png" in nm or "jpg" in nm]
#
# format: w01_bw_01 NA 154 NA X Y W H NA A
#
#     w01_bw_01       -> word id for writer 01 and binarized image (bit depth = 8)
#                            If 'rgb', then it's a RGB image (bit depth = 24)
#                            If it uses double underscore ('__1'), then it's character image
#     ok              -> result of word segmentation
#                            ok: word was correctly
#                            er: segmentation of word can be bad
#                            NA: word segmentation has not been done
#
#     154             -> graylevel to binarize the line containing this word
#     1               -> number of components for this word (NA if it's not been done)
#     408 768 27 51   -> bounding box around this word in x,y,w,h format
#                            X   Y   W  H: bounding box has not been calculated
#     AT              -> the grammatical tag for this word, see the file tagset.txt for an explanation
#                            NA if it has not been noted
#     A               -> the transcription for this word (whitespaces are represented as underscores)
#
# You can comment out the next row (header if you want to read it as a table or dataframe)
id seg bin comp bb_x bb_y bb_w bb_h tag word
w02_rgb_23 NA 154 NA X Y W H NA etéreo
w02_rgb_24 NA 154 NA X Y W H NA extrañeza
w02_rgb_25 NA 154 NA X Y W H NA Riñón
w02_rgb_26 NA 154 NA X Y W H NA SANTIGÜÉ
w02_rgb_27 NA 154 NA X Y W H NA DISEÑADOR
w02_rgb_28 NA 154 NA X Y W H NA Lingüística
w02_rgb_29 NA 154 NA X Y W H NA caña
w02_rgb_30 NA 154 NA X Y W H NA Estreñimiento
w02_rgb_31 NA 154 NA X Y W H NA Halagüeño
w02_rgb_32 NA 154 NA X Y W H NA PARAGÜITAS
w02_rgb_33 NA 154 NA X Y W H NA trilingüe
w02_rgb_34 NA 154 NA X Y W H NA útero
w02_rgb_35 NA 154 NA X Y W H NA sinvergüenza
w03_bw_01 NA 154 NA X Y W H NA LEÑA
w03_bw_02 NA 154 NA X Y W H NA COÑAC
w03_bw_03 NA 154 NA X Y W H NA SUEÑO
w03_bw_04 NA 154 NA X Y W H NA EXTRAÑA
w03_bw_05 NA 154 NA X Y W H NA MADRILEÑO
w03_bw_06 NA 154 NA X Y W H NA otoño
w03_bw_07 NA 154 NA X Y W H NA puñal
w03_bw_08 NA 154 NA X Y W H NA Rebaño
w03_bw_09 NA 154 NA X Y W H NA ESDRÚJULA
w03_bw_10 NA 154 NA X Y W H NA lengüetazo
w03_bw_11 NA 154 NA X Y W H NA antigüedad
w03_bw_12 NA 154 NA X Y W H NA Málaga
w03_bw_13 NA 154 NA X Y W H NA matemática
w03_bw_14 NA 154 NA X Y W H NA pirámide
w03_rgb_01 NA 154 NA X Y W H NA LEÑA
w03_rgb_02 NA 154 NA X Y W H NA COÑAC
w03_rgb_03 NA 154 NA X Y W H NA SUEÑO
w03_rgb_04 NA 154 NA X Y W H NA EXTRAÑA
w03_rgb_05 NA 154 NA X Y W H NA MADRILEÑO
w03_rgb_06 NA 154 NA X Y W H NA otoño
w03_rgb_07 NA 154 NA X Y W H NA puñal
w03_rgb_08 NA 154 NA X Y W H NA Rebaño
w03_rgb_09 NA 154 NA X Y W H NA ESDRÚJULA
w03_rgb_10 NA 154 NA X Y W H NA lengüetazo
w03_rgb_11 NA 154 NA X Y W H NA antigüedad
w03_rgb_12 NA 154 NA X Y W H NA Málaga
w03_rgb_13 NA 154 NA X Y W H NA matemática
w03_rgb_14 NA 154 NA X Y W H NA pirámide
w04_bw__1 NA 154 NA X Y W H NA Ñ
w04_bw__2 NA 154 NA X Y W H NA Ñ
w04_bw__3 NA 154 NA X Y W H NA ñ
w04_bw__4 NA 154 NA X Y W H NA ñ
w04_bw__5 NA 154 NA X Y W H NA ü
w04_bw__6 NA 154 NA X Y W H NA Ü
w04_bw_01 NA 154 NA X Y W H NA bretaña
w04_bw_02 NA 154 NA X Y W H NA cataluña
w04_bw_03 NA 154 NA X Y W H NA pingüino
w04_bw_04 NA 154 NA X Y W H NA uña
w04_bw_05 NA 154 NA X Y W H NA lingüista
w04_bw_06 NA 154 NA X Y W H NA cigüeña
w04_bw_07 NA 154 NA X Y W H NA coño
w04_bw_08 NA 154 NA X Y W H NA bilingüe
w04_bw_09 NA 154 NA X Y W H NA señorito
w04_bw_10 NA 154 NA X Y W H NA ensueño
w04_bw_11 NA 154 NA X Y W H NA año
w04_bw_12 NA 154 NA X Y W H NA mañana
w04_bw_13 NA 154 NA X Y W H NA zarigüeya
w04_bw_14 NA 154 NA X Y W H NA zarigüeya
w04_bw_15 NA 154 NA X Y W H NA COÑAC
w04_bw_16 NA 154 NA X Y W H NA DAÑO
w04_bw_17 NA 154 NA X Y W H NA soñar
w04_bw_18 NA 154 NA X Y W H NA castaño
w04_bw_19 NA 154 NA X Y W H NA cariñoso
w04_bw_20 NA 154 NA X Y W H NA Ábaco
w04_bw_21 NA 154 NA X Y W H NA ABOGACÍA
w04_bw_22 NA 154 NA X Y W H NA abogacía
w04_bw_23 NA 154 NA X Y W H NA acá
w04_bw_24 NA 154 NA X Y W H NA ácida
w04_bw_25 NA 154 NA X Y W H NA cañón
w04_bw_26 NA 154 NA X Y W H NA AÑEJO
w04_bw_27 NA 154 NA X Y W H NA baño
w04_bw_28 NA 154 NA X Y W H NA cumpleaños
w04_bw_29 NA 154 NA X Y W H NA uña
w04_bw_30 NA 154 NA X Y W H NA ñú
w04_bw_31 NA 154 NA X Y W H NA estreñimiento
w04_bw_32 NA 154 NA X Y W H NA puñal
w04_bw_33 NA 154 NA X Y W H NA reseña
w04_bw_34 NA 154 NA X Y W H NA Cancún
w04_bw_35 NA 154 NA X Y W H NA señalización
w04_bw_36 NA 154 NA X Y W H NA puño
w04_bw_37 NA 154 NA X Y W H NA sueño
w04_bw_38 NA 154 NA X Y W H NA panameño
w04_bw_39 NA 154 NA X Y W H NA riñón
w04_bw_40 NA 154 NA X Y W H NA Riñón
w04_bw_41 NA 154 NA X Y W H NA APIÑAR
w04_bw_42 NA 154 NA X Y W H NA extraña
w04_bw_43 NA 154 NA X Y W H NA jamón
w04_bw_44 NA 154 NA X Y W H NA leña
w04_bw_45 NA 154 NA X Y W H NA LINGÜISTA
w04_bw_46 NA 154 NA X Y W H NA España
w04_bw_47 NA 154 NA X Y W H NA español
w04_bw_48 NA 154 NA X Y W H NA rebaño
w04_bw_49 NA 154 NA X Y W H NA riñón
w04_bw_50 NA 154 NA X Y W H NA moño
w04_bw_51 NA 154 NA X Y W H NA té
w04_bw_52 NA 154 NA X Y W H NA UNGÜENTO
w04_bw_53 NA 154 NA X Y W H NA viña
w04_rgb__1 NA 154 NA X Y W H NA Ñ
w04_rgb__2 NA 154 NA X Y W H NA Ñ
w04_rgb__3 NA 154 NA X Y W H NA ñ
w04_rgb__4 NA 154 NA X Y W H NA ñ
w04_rgb__5 NA 154 NA X Y W H NA ü
w04_rgb__6 NA 154 NA X Y W H NA Ü
w04_rgb_01 NA 154 NA X Y W H NA bretaña
w04_rgb_02 NA 154 NA X Y W H NA cataluña
w04_rgb_03 NA 154 NA X Y W H NA pingüino
w04_rgb_04 NA 154 NA X Y W H NA uña
w04_rgb_05 NA 154 NA X Y W H NA lingüista
w04_rgb_06 NA 154 NA X Y W H NA cigüeña
w04_rgb_07 NA 154 NA X Y W H NA coño
w04_rgb_08 NA 154 NA X Y W H NA bilingüe
w04_rgb_09 NA 154 NA X Y W H NA señorito
w04_rgb_10 NA 154 NA X Y W H NA ensueño
w04_rgb_11 NA 154 NA X Y W H NA año
w04_rgb_12 NA 154 NA X Y W H NA mañana
w04_rgb_13 NA 154 NA X Y W H NA zarigüeya
w04_rgb_14 NA 154 NA X Y W H NA zarigüeya
w04_rgb_15 NA 154 NA X Y W H NA COÑAC
w04_rgb_16 NA 154 NA X Y W H NA DAÑO
w04_rgb_17 NA 154 NA X Y W H NA soñar
w04_rgb_18 NA 154 NA X Y W H NA castaño
w04_rgb_19 NA 154 NA X Y W H NA cariñoso
w04_rgb_20 NA 154 NA X Y W H NA Ábaco
w04_rgb_21 NA 154 NA X Y W H NA ABOGACÍA
w04_rgb_22 NA 154 NA X Y W H NA abogacía
w04_rgb_23 NA 154 NA X Y W H NA acá
w04_rgb_24 NA 154 NA X Y W H NA ácido
w04_rgb_25 NA 154 NA X Y W H NA cañón
w04_rgb_26 NA 154 NA X Y W H NA AÑEJO
w04_rgb_27 NA 154 NA X Y W H NA baño
w04_rgb_28 NA 154 NA X Y W H NA cumpleaños
w04_rgb_29 NA 154 NA X Y W H NA uña
w04_rgb_30 NA 154 NA X Y W H NA ñú
w04_rgb_31 NA 154 NA X Y W H NA estreñimiento
w04_rgb_32 NA 154 NA X Y W H NA puñal
w04_rgb_33 NA 154 NA X Y W H NA reseña
w04_rgb_34 NA 154 NA X Y W H NA Cancún
w04_rgb_35 NA 154 NA X Y W H NA señalización
w04_rgb_36 NA 154 NA X Y W H NA puño
w04_rgb_37 NA 154 NA X Y W H NA sueño
w04_rgb_38 NA 154 NA X Y W H NA panameño
w04_rgb_39 NA 154 NA X Y W H NA riñón
w04_rgb_40 NA 154 NA X Y W H NA Riñón
w04_rgb_41 NA 154 NA X Y W H NA APIÑAR
w04_rgb_42 NA 154 NA X Y W H NA extraña
w04_rgb_43 NA 154 NA X Y W H NA jamón
w04_rgb_44 NA 154 NA X Y W H NA leña
w04_rgb_45 NA 154 NA X Y W H NA LINGÜISTA
w04_rgb_46 NA 154 NA X Y W H NA España
w04_rgb_47 NA 154 NA X Y W H NA español
w04_rgb_48 NA 154 NA X Y W H NA rebaño
w04_rgb_49 NA 154 NA X Y W H NA riñón
w04_rgb_50 NA 154 NA X Y W H NA moño
w04_rgb_51 NA 154 NA X Y W H NA té
w04_rgb_52 NA 154 NA X Y W H NA UNGÜENTO
w04_rgb_53 NA 154 NA X Y W H NA viña
w05_bw_01 NA 154 NA X Y W H NA Gráfica
w05_bw_02 NA 154 NA X Y W H NA Micrófono
w05_bw_03 NA 154 NA X Y W H NA Francés
w05_bw_04 NA 154 NA X Y W H NA París
w05_bw_05 NA 154 NA X Y W H NA Violín
w05_bw_06 NA 154 NA X Y W H NA Cancún
w05_bw_07 NA 154 NA X Y W H NA Soviético
w05_bw_08 NA 154 NA X Y W H NA Cerámica
w05_bw_09 NA 154 NA X Y W H NA Océano
w05_bw_10 NA 154 NA X Y W H NA Transformó
w05_bw_11 NA 154 NA X Y W H NA inglés
w05_bw_12 NA 154 NA X Y W H NA ilegítimo
w05_bw_13 NA 154 NA X Y W H NA puñal
w05_bw_14 NA 154 NA X Y W H NA pingüino
w05_rgb_01 NA 154 NA X Y W H NA Gráfica
w05_rgb_02 NA 154 NA X Y W H NA Micrófono
w05_rgb_03 NA 154 NA X Y W H NA Francés
w05_rgb_04 NA 154 NA X Y W H NA París
w05_rgb_05 NA 154 NA X Y W H NA Violín
w05_rgb_06 NA 154 NA X Y W H NA Cancún
w05_rgb_07 NA 154 NA X Y W H NA Soviético
w05_rgb_08 NA 154 NA X Y W H NA Cerámica
w05_rgb_09 NA 154 NA X Y W H NA Océano
w05_rgb_10 NA 154 NA X Y W H NA Transformó
w05_rgb_11 NA 154 NA X Y W H NA inglés
w05_rgb_12 NA 154 NA X Y W H NA ilegítimo
w05_rgb_13 NA 154 NA X Y W H NA puñal
w05_rgb_14 NA 154 NA X Y W H NA pingüino
w05_rgb_15 NA 154 NA X Y W H NA Gráfica
w06_bw_01 NA 154 NA X Y W H NA Cumpleaños
w06_bw_02 NA 154 NA X Y W H NA Agüero
w06_bw_03 NA 154 NA X Y W H NA Caña
w06_bw_04 NA 154 NA X Y W H NA Uña
w06_bw_05 NA 154 NA X Y W H NA Otoño
w06_bw_06 NA 154 NA X Y W H NA Caña
w06_rgb_05 NA 154 NA X Y W H NA Otoño
w06_rgb_06 NA 154 NA X Y W H NA Caña
w06_rgb_07 NA 154 NA X Y W H NA Paño
w06_rgb_08 NA 154 NA X Y W H NA Niño
w06_rgb_09 NA 154 NA X Y W H NA Averigüe
w06_rgb_10 NA 154 NA X Y W H NA Piragüista
w06_rgb_11 NA 154 NA X Y W H NA Otoño
w06_rgb_12 NA 154 NA X Y W H NA Señal
w07_bw__1 NA 154 NA X Y W H NA ü
w07_bw__2 NA 154 NA X Y W H NA Ü
w07_bw__3 NA 154 NA X Y W H NA Ñ
w07_bw__4 NA 154 NA X Y W H NA ñ
w07_bw_01 NA 154 NA X Y W H NA averigüé
w07_bw_02 NA 154 NA X Y W H NA nicaragüense
w07_bw_03 NA 154 NA X Y W H NA lengüetazo
w07_bw_04 NA 154 NA X Y W H NA antigüedad
w07_bw_05 NA 154 NA X Y W H NA lingüística
w07_bw_06 NA 154 NA X Y W H NA halagüeño
w07_bw_07 NA 154 NA X Y W H NA piragüismo
w07_bw_08 NA 154 NA X Y W H NA ambigüedad
w07_bw_09 NA 154 NA X Y W H NA sigüenza
w07_bw_10 NA 154 NA X Y W H NA ungüento
w07_bw_11 NA 154 NA X Y W H NA sinvergüenza
w07_bw_12 NA 154 NA X Y W H NA argüir
w07_bw_13 NA 154 NA X Y W H NA agüero
w07_bw_14 NA 154 NA X Y W H NA cigüeña
w07_bw_15 NA 154 NA X Y W H NA pedigüeño
w07_bw_16 NA 154 NA X Y W H NA riñón
w07_bw_17 NA 154 NA X Y W H NA sueño
w07_bw_18 NA 154 NA X Y W H NA tamaño
w07_bw_19 NA 154 NA X Y W H NA baño
w07_bw_20 NA 154 NA X Y W H NA engañar
w07_bw_21 NA 154 NA X Y W H NA rebaño
w07_bw_22 NA 154 NA X Y W H NA uña
w07_bw_23 NA 154 NA X Y W H NA cuñado
w07_bw_24 NA 154 NA X Y W H NA dueña
w07_bw_25 NA 154 NA X Y W H NA peña
w07_bw_26 NA 154 NA X Y W H NA Coruña
w07_bw_27 NA 154 NA X Y W H NA extrañar
w07_bw_28 NA 154 NA X Y W H NA niñez
w07_bw_29 NA 154 NA X Y W H NA cariñoso
w07_bw_30 NA 154 NA X Y W H NA compañero
w07_rgb__1 NA 154 NA X Y W H NA ü
w07_rgb__2 NA 154 NA X Y W H NA Ü
w07_rgb__3 NA 154 NA X Y W H NA Ñ
w07_rgb__4 NA 154 NA X Y W H NA ñ
w07_rgb_01 NA 154 NA X Y W H NA averigüé
w07_rgb_02 NA 154 NA X Y W H NA nicaragüense
w07_rgb_03 NA 154 NA X Y W H NA lengüetazo
w07_rgb_04 NA 154 NA X Y W H NA antigüedad
w07_rgb_05 NA 154 NA X Y W H NA lingüística
w07_rgb_06 NA 154 NA X Y W H NA halagüeño
w07_rgb_07 NA 154 NA X Y W H NA piragüismo
w07_rgb_08 NA 154 NA X Y W H NA ambigüedad
w07_rgb_09 NA 154 NA X Y W H NA sigüenza
w07_rgb_10 NA 154 NA X Y W H NA ungüento
w07_rgb_11 NA 154 NA X Y W H NA sinvergüenza
w07_rgb_12 NA 154 NA X Y W H NA argüir
w07_rgb_13 NA 154 NA X Y W H NA agüero
w07_rgb_14 NA 154 NA X Y W H NA cigüeña
w07_rgb_15 NA 154 NA X Y W H NA pedigüeño
w07_rgb_16 NA 154 NA X Y W H NA riñón
w07_rgb_17 NA 154 NA X Y W H NA sueño
w07_rgb_18 NA 154 NA X Y W H NA tamaño
w07_rgb_19 NA 154 NA X Y W H NA baño
w07_rgb_20 NA 154 NA X Y W H NA engañar
w07_rgb_21 NA 154 NA X Y W H NA rebaño
w07_rgb_22 NA 154 NA X Y W H NA uña
w07_rgb_23 NA 154 NA X Y W H NA cuñado
w07_rgb_24 NA 154 NA X Y W H NA dueña
w07_rgb_25 NA 154 NA X Y W H NA peña
w07_rgb_26 NA 154 NA X Y W H NA Coruña
w07_rgb_27 NA 154 NA X Y W H NA extrañar
w07_rgb_28 NA 154 NA X Y W H NA niñez
w07_rgb_29 NA 154 NA X Y W H NA cariñoso
w07_rgb_30 NA 154 NA X Y W H NA compañero
w08_bw__1 NA 154 NA X Y W H NA ñ
w08_bw__2 NA 154 NA X Y W H NA ü
w08_bw_01 NA 154 NA X Y W H NA américa
w08_bw_02 NA 154 NA X Y W H NA América
w08_bw_03 NA 154 NA X Y W H NA AÑO
w08_bw_04 NA 154 NA X Y W H NA antigüedad
w08_bw_05 NA 154 NA X Y W H NA arañazo
w08_bw_06 NA 154 NA X Y W H NA asignación
w08_bw_07 NA 154 NA X Y W H NA bilingüe
w08_bw_08 NA 154 NA X Y W H NA camión
w08_bw_09 NA 154 NA X Y W H NA caña
w08_bw_10 NA 154 NA X Y W H NA cañizal
w08_bw_11 NA 154 NA X Y W H NA cañón
w08_bw_12 NA 154 NA X Y W H NA castaño
w08_bw_13 NA 154 NA X Y W H NA difícil
w08_bw_14 NA 154 NA X Y W H NA engaño
w08_bw_15 NA 154 NA X Y W H NA desagüe
w08_bw_16 NA 154 NA X Y W H NA ermitaño
w08_bw_17 NA 154 NA X Y W H NA estaño
w08_bw_18 NA 154 NA X Y W H NA extraño
w08_bw_19 NA 154 NA X Y W H NA lágrima
w08_bw_20 NA 154 NA X Y W H NA lingüística
w08_bw_21 NA 154 NA X Y W H NA micrófono
w08_bw_22 NA 154 NA X Y W H NA piragüa
w08_bw_23 NA 154 NA X Y W H NA puñado
w08_bw_24 NA 154 NA X Y W H NA puñal
w08_bw_25 NA 154 NA X Y W H NA puño
w08_bw_26 NA 154 NA X Y W H NA putrefacción
w08_bw_27 NA 154 NA X Y W H NA señal
w08_bw_28 NA 154 NA X Y W H NA sueño
w08_bw_29 NA 154 NA X Y W H NA ungüento
w08_bw_30 NA 154 NA X Y W H NA vergüenza
w08_rgb__1 NA 154 NA X Y W H NA ñ
w08_rgb__2 NA 154 NA X Y W H NA ü
w08_rgb_01 NA 154 NA X Y W H NA américa
w08_rgb_02 NA 154 NA X Y W H NA América
w08_rgb_03 NA 154 NA X Y W H NA AÑO
w08_rgb_04 NA 154 NA X Y W H NA antigüedad
w08_rgb_05 NA 154 NA X Y W H NA arañazo
w08_rgb_06 NA 154 NA X Y W H NA asignación
w08_rgb_07 NA 154 NA X Y W H NA bilingüe
w08_rgb_08 NA 154 NA X Y W H NA camión
w08_rgb_09 NA 154 NA X Y W H NA caña
w08_rgb_10 NA 154 NA X Y W H NA cañizal
w08_rgb_11 NA 154 NA X Y W H NA cañón
w08_rgb_12 NA 154 NA X Y W H NA castaño
w08_rgb_13 NA 154 NA X Y W H NA difícil
w08_rgb_14 NA 154 NA X Y W H NA engaño
w08_rgb_15 NA 154 NA X Y W H NA desagüe
w08_rgb_16 NA 154 NA X Y W H NA ermitaño
w08_rgb_17 NA 154 NA X Y W H NA estaño
w08_rgb_18 NA 154 NA X Y W H NA extraño
w08_rgb_19 NA 154 NA X Y W H NA lágrima
w08_rgb_20 NA 154 NA X Y W H NA lingüística
w08_rgb_21 NA 154 NA X Y W H NA micrófono
w08_rgb_22 NA 154 NA X Y W H NA piragüa
w08_rgb_23 NA 154 NA X Y W H NA puñado
w08_rgb_24 NA 154 NA X Y W H NA puñal
w08_rgb_25 NA 154 NA X Y W H NA puño
w08_rgb_26 NA 154 NA X Y W H NA putrefacción
w08_rgb_27 NA 154 NA X Y W H NA señal
w08_rgb_28 NA 154 NA X Y W H NA sueño
w08_rgb_29 NA 154 NA X Y W H NA ungüento
w08_rgb_30 NA 154 NA X Y W H NA vergüenza
w09_bw__1 NA 154 NA X Y W H NA Ñ
w09_bw__2 NA 154 NA X Y W H NA ñ
w09_bw__3 NA 154 NA X Y W H NA ñ
w09_bw__4 NA 154 NA X Y W H NA Ñ
w09_bw_01 NA 154 NA X Y W H NA islámico
w09_bw_02 NA 154 NA X Y W H NA ibérico
w09_bw_03 NA 154 NA X Y W H NA cálido
w09_bw_04 NA 154 NA X Y W H NA México
w09_bw_05 NA 154 NA X Y W H NA Tarántula
w09_bw_06 NA 154 NA X Y W H NA gráfica
w09_bw_07 NA 154 NA X Y W H NA Mónaco
w09_bw_08 NA 154 NA X Y W H NA año
w09_bw_09 NA 154 NA X Y W H NA Español
w09_bw_10 NA 154 NA X Y W H NA niña
w09_bw_11 NA 154 NA X Y W H NA Daño
